company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
AAW AIRCRAFT MAINTENENCE LTD,AAW AIRCRAFT MAINTENENCE LTD,16775118,Private Limited Company,United Kingdom,09/10/2025,http://business.data.gov.uk/id/company/16775118,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 THE PRECINCT,,PORTHCAWL,,WALES,CF36 3RF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AAW AIRCRAFT MAINTENENCE LTD,active,ltd,33160,CF36 3RF,Porthcawl,,Wales,2025-10-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5618982260042144,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ABBI ENGINEERING LIMITED,ABBI ENGINEERING LIMITED,15120639,Private Limited Company,United Kingdom,06/09/2023,http://business.data.gov.uk/id/company/15120639,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 45200 - Maintenance and repair of motor vehicles | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 THE PRECINCT,,PORTHCAWL,,WALES,CF36 3RF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ABBI ENGINEERING LIMITED,active,ltd,"33160, 45200",CF36 3RF,Porthcawl,,Wales,2023-09-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5078347005257193,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ABL INTERIORS LTD,ABL INTERIORS LTD,11127173,Private Limited Company,United Kingdom,29/12/2017,http://business.data.gov.uk/id/company/11127173,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,167-169 GREAT PORTLAND STREET,5TH FLOOR,LONDON,GREATER LONDON,ENGLAND,W1W 5PF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ABL INTERIORS LTD,active,ltd,33160,W1W 5PF,London,Greater London,England,2017-12-29,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5048972353911748,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ABOVE AND BEYOND SERVICES LIMITED,ABOVE AND BEYOND SERVICES LIMITED,10341963,Private Limited Company,United Kingdom,23/08/2016,http://business.data.gov.uk/id/company/10341963,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 71200 - Technical testing and analysis | 74209 - Photographic activities not elsewhere classified | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"SUITE 8, BOURNE GATE",25 BOURNE VALLEY ROAD,POOLE,DORSET,UNITED KINGDOM,BH12 1DY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ABOVE AND BEYOND SERVICES LIMITED,active,ltd,"33160, 71200, 74209",BH12 1DY,Poole,Dorset,United Kingdom,2016-08-23,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.4204459136294837,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ABTR LTD,ABTR LTD,14210266,Private Limited Company,United Kingdom,02/07/2022,http://business.data.gov.uk/id/company/14210266,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,23 ROUNDTREE CLOSE,,NORWICH,,ENGLAND,NR7 8SX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ABTR LTD,active,ltd,33160,NR7 8SX,Norwich,,England,2022-07-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5410133863351807,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ABZ & CO LIMITED,ABZ & CO LIMITED,10603830,Private Limited Company,United Kingdom,06/02/2017,http://business.data.gov.uk/id/company/10603830,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,26 AIRD POINT,1 LOCK SIDE WAY,LONDON,,ENGLAND,E16 2GZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ABZ & CO LIMITED,active,ltd,33160,E16 2GZ,London,,England,2017-02-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5224170991657356,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AC & C AERO LTD,AC & C AERO LTD,10593568,Private Limited Company,United Kingdom,31/01/2017,http://business.data.gov.uk/id/company/10593568,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,28 POPLAR CLOSE,HORSFORD,NORWICH,NORFOLK,ENGLAND,NR10 3SE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AC & C AERO LTD,active,ltd,33160,NR10 3SE,Norwich,Norfolk,England,2017-01-31,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6657934949535875,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AC AERONAUTICAL LIMITED,AC AERONAUTICAL LIMITED,07273220,Private Limited Company,United Kingdom,04/06/2010,http://business.data.gov.uk/id/company/07273220,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,2ND FLOOR NUCLEUS HOUSE,2 LOWER MORTLAKE ROAD,RICHMOND,,UNITED KINGDOM,TW9 2JA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AC AERONAUTICAL LIMITED,active,ltd,30300,TW9 2JA,Richmond,,United Kingdom,2010-06-04,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9217137873178558,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
AC COMPOSITES LIMITED,AC COMPOSITES LIMITED,11441395,Private Limited Company,United Kingdom,29/06/2018,http://business.data.gov.uk/id/company/11441395,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,29320 - Manufacture of other parts and accessories for motor vehicles | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,UNIT 7 GREEN FARM INDUSTRIAL ESTATE,ABBOTS RIPTON,HUNTINGDON,CAMBRIDGESHIRE,ENGLAND,PE28 2PF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AC COMPOSITES LIMITED,active,ltd,"29320, 33160",PE28 2PF,Huntingdon,Cambridgeshire,England,2018-06-29,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.7067332886266268,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
AC PAINT LTD,AC PAINT LTD,16658500,Private Limited Company,United Kingdom,19/08/2025,http://business.data.gov.uk/id/company/16658500,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,AC PAINT LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,United Kingdom,2025-08-19,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8691287840409458,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
ACC AERO LIMITED,ACC AERO LIMITED,12171832,Private Limited Company,United Kingdom,23/08/2019,http://business.data.gov.uk/id/company/12171832,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,25 ST THOMAS STREET,,WINCHESTER,HAMPSHIRE,UNITED KINGDOM,SO23 9HJ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACC AERO LIMITED,active,ltd,33160,SO23 9HJ,Winchester,Hampshire,United Kingdom,2019-08-23,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6470920681328939,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ACCROFAB (DERBY) LIMITED,ACCROFAB (DERBY) LIMITED,11194023,Private Limited Company,United Kingdom,07/02/2018,http://business.data.gov.uk/id/company/11194023,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,UNIT 11 STONEY GATE ROAD,SPONDON,DERBY,,UNITED KINGDOM,DE21 7RX,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACCROFAB (DERBY) LIMITED,active,ltd,30300,DE21 7RX,Derby,,United Kingdom,2018-02-07,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8895221462967673,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
ACER AVIATION LTD,ACER AVIATION LTD,SC870039,Private Limited Company,United Kingdom,13/11/2025,http://business.data.gov.uk/id/company/SC870039,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,35 BISHOP FORBES CRESCENT,BLACKBURN,ABERDEEN,,SCOTLAND,AB21 0TW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACER AVIATION LTD,active,ltd,33160,AB21 0TW,Aberdeen,,Scotland,2025-11-13,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5198291951007336,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ACEROD AIRCRAFT ENGINEERING LIMITED,ACEROD AIRCRAFT ENGINEERING LIMITED,13781852,Private Limited Company,United Kingdom,03/12/2021,http://business.data.gov.uk/id/company/13781852,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 45200 - Maintenance and repair of motor vehicles | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,2 THE PRECINCT,,PORTHCAWL,,WALES,CF36 3RF,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACEROD AIRCRAFT ENGINEERING LIMITED,active,ltd,"33160, 45200",CF36 3RF,Porthcawl,,Wales,2021-12-03,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5613292310453334,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ACG AIRTECH LTD,ACG AIRTECH LTD,14740779,Private Limited Company,United Kingdom,20/03/2023,http://business.data.gov.uk/id/company/14740779,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"BUILDING 2A, D SITE KEMBLE AIRFIELD",KEMBLE,CIRENCESTER,GLOUCESTERSHIRE,ENGLAND,GL7 6BA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACG AIRTECH LTD,active,ltd,33160,GL7 6BA,Cirencester,Gloucestershire,England,2023-03-20,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5838109748898421,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
ACIEX LTD,ACIEX LTD,17204445,Private Limited Company,United Kingdom,07/05/2026,http://business.data.gov.uk/id/company/17204445,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 71122 - Engineering related scientific and technical consulting activities | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,ADMIRAL HOUSE WATERFRONT EAST,WATERFRONT BUSINESS PARK,BRIERLEY HILL,,UNITED KINGDOM,DY5 1XG,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACIEX LTD,active,ltd,"30300, 71122",DY5 1XG,Brierley Hill,,United Kingdom,2026-05-07,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8033781014926118,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
ACIOBANITEI CRISTIAN LTD,ACIOBANITEI CRISTIAN LTD,16776919,Private Limited Company,United Kingdom,10/10/2025,http://business.data.gov.uk/id/company/16776919,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACIOBANITEI CRISTIAN LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2025-10-10,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8483425684665958,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
ACM ENGINEER LTD,ACM ENGINEER LTD,14533337,Private Limited Company,United Kingdom,09/12/2022,http://business.data.gov.uk/id/company/14533337,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,3 ANDERSON COURT,NEWNHAM ROAD,CAMBRIDGE,,ENGLAND,CB3 9EZ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,ACM ENGINEER LTD,active,ltd,33160,CB3 9EZ,Cambridge,,England,2022-12-09,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5737889773268422,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
